gene,MitoPathways
RGP1,
ZBTB24,
PLEKHM1,
HEPH,
C2CD5,
MFAP3L,
SETDB1,
AREL1,
SEC24D,
URB1,
ZBTB39,
SMG7,
ZBED4,
TELO2,
TECPR2,
UBAP2L,
KLHL21,
SGSM2,
AP5Z1,
DENND4B,
RABGAP1L,
SUPT7L,
FAM20B,
KBTBD11,
ZBTB40,
ZBTB5,
JOSD1,
HELZ,
PUM3,
P2RY14,
MAFB,
CD302,
GOLGA5,
HS3ST3A1,
HS3ST1,
SLC23A2,
SLC23A1,
FGF19,
THRAP3,
MED12,
MED13,
NUP153,
FGFBP1,
THOC1,
RCE1,
DMTF1,
PPP4R1,
DGCR2,
MED6,
NAALAD2,
ZBTB33,
TANK,
HDAC5,
INSL5,
CHAF1A,
PARP3,
TOM1L1,
CST8,
SMC4,
GJC1,
AP1M2,
SAE1,
RWDD2B,
SNUPN,
GPC6,
EDIL3,
KCNK7,
UST,
TSPAN3,
TSPAN2,
TSPAN1,
ENAM,
ZNF263,
NAMPT,
YAF2,
SUGP2,
EBI3,
ADGRG2,
PLXNC1,
RASA4,
LPAR6,
WASF2,
CHST4,
TENM1,
RBM6,
LHFPL6,
CALCRL,
MPZL2,
USPL1,
PRG4,
ANGPTL7,
KLRG1,
GDF11,
STX6,
MSLN,
CALCOCO2,
RABEPK,
POP7,
SRRM1,
SPRY3,
SPRY2,
IGSF6,
IRX5,
RAMP1,
RAMP3,
AKAP8,
FSTL3,
STAG1,
UBE4B,
PRSS16,
SMNDC1,
BCAS2,
SF3A1,
APC2,
SNAPC5,
CCNO,
NMUR1,
B3GALT5,
IKZF1,
SIRPB1,
EMC8,
B3GNT3,
TFG,
PKDREJ,
CCL26,
KLF2,
CACNG3,
CACNG2,
NDRG1,
PIAS3,
ST3GAL6,
WFDC2,
SPAG11B,
NSA2,
SPON2,
SPON1,
PRMT5,
TUBGCP3,
CFDP1,
C1D,
TACC3,
COG5,
ZNHIT1,
ZBTB18,
TADA3,
UBE2E3,
HOXB13,
SEC23B,
SEMA6C,
SEMA6B,
SEMA4F,
SEMA4D,
SEMA4B,
DEAF1,
CHERP,
KAT5,
NOP56,
ZNRD2,
P3H3,
UBD,
TM9SF1,
RPP30,
CXCL13,
RABAC1,
SLU7,
COLEC10,
POMT1,
DRAP1,
DNPH1,
AHSA1,
ST6GALNAC2,
ARID3B,
TXNIP,
TAF6L,
GAS2L1,
LEFTY1,
EXOC5,
NPRL2,
SPINT2,
LBX1,
CXCR6,
CTCF,
CD226,
TNFSF13B,
CSPG5,
AVIL,
B3GNT2,
DLL3,
PNMA2,
FUT9,
GMEB1,
RRH,
CNPY3,
POLD3,
CERS1,
TBR1,
OGA,
NFAT5,
NUDC,
STAG2,
SIX2,
RBBP9,
CHL1,
TRAF3IP2,
PLAC1,
TOB2,
ARPP19,
ARPP21,
OR5I1,
CYSLTR1,
CCR9,
GJB6,
UTP14A,
FRS3,
FRS2,
FTCD,
PDE10A,
CCL27,
ADAM28,
ARID5A,
TSPAN9,
CD300C,
NMU,
FGL2,
CFHR3,
ACTL7B,
ACTL7A,
C1QL1,
NPFFR2,
PROKR1,
GPR83,
MMP24,
LYVE1,
YIF1A,
CPSF4,
MTMR11,
UTS2,
GADD45G,
EDAR,
MAGED2,
SUB1,
DBF4,
SPIN1,
APOBEC2,
MORF4L1,
GPR75,
KDELR1,
SF3A3,
BTG3,
CBX1,
SERINC3,
OS9,
SLC38A3,
SPINK5,
CCDC85B,
GLIPR1,
KDELR3,
TMED1,
VAX1,
GTF2A1L,
STON1,
UPK1A,
OGFR,
CNMD,
UBE2C,
TMEM115,
RER1,
ESM1,
ADAM30,
ADAM29,
ADAMTS13,
CACFD1,
ADAMTS8,
ADAMTS5,
ATE1,
PRDM4,
CEP43,
EMILIN1,
CLASRP,
ZWINT,
CAPN11,
CAPN10,
TBC1D8,
CDC37,
IL1RAPL1,
KAT7,
GLMN,
FICD,
LSM6,
FSTL1,
PSIP1,
INSL6,
ADAMTS7,
ADAMTS6,
ZNF277,
PKP3,
WIF1,
FZD10,
GALNT6,
GALNT5,
RASSF8,
PRAF2,
PMF1,
ZHX1,
GPR176,
NXPH4,
NXPH3,
NXPH2,
GPR45,
PTGDR2,
SLC6A14,
HRH3,
FILIP1L,
SNF8,
NRM,
KLHL2,
KLF12,
KLF8,
SCN11A,
POU6F2,
PNKP,
CD300A,
RBPJL,
GPR182,
TMC6,
VSIG4,
CBX3,
EXOC3,
COG2,
ITGA11,
CLCA4,
IKZF2,
COPZ1,
ZNF652,
ZFP30,
RAB11FIP2,
NTNG1,
FNDC3A,
MON1B,
MORC2,
ZHX2,
UBOX5,
ZBTB1,
ARSG,
EPN2,
FAN1,
ZP1,
CD93,
SNW1,
DKK1,
KIN,
TPX2,
SORCS3,
IGSF9B,
LIMCH1,
TMCC1,
KDM4B,
MYT1L,
MON2,
PDXDC1,
ZHX3,
WAPL,
RRP1B,
AVL9,
KDM4C,
ZNF423,
SIPA1L3,
TBC1D2B,
FSTL4,
SPART,
TNRC6B,
HIC2,
CAMTA2,
POGZ,
COLGALT2,
DCUN1D4,
SSPO,
NACAD,
FCHO1,
GRAMD4,
GGA3,
RTF1,
RGL1,
RFTN1,
LARP4B,
ATG4B,
FAM168A,
ZC3H4,
TBC1D1,
ZFR2,
NUP210,
PLCL2,
TBC1D12,
COBL,
OTUD3,
DENND5A,
CAMTA1,
EXOC7,
TSPYL4,
CAMSAP2,
POFUT2,
NUP160,
IQCE,
WSCD1,
ICOSLG,
SIN3B,
NCAPD3,
SATB2,
RPGRIP1L,
TBC1D30,
SYNM,
JADE2,
HAUS5,
ZNF629,
LARP1,
CRTC1,
UFL1,
MAU2,
SPECC1L,
NUDCD3,
MED13L,
PIP5K1C,
NCAPH,
FRAT2,
ZFPM2,
KCNH4,
KCNH3,
CRB1,
RYBP,
AP4E1,
OTP,
ICMT,
NPTXR,
CBX5,
CAPN7,
BRD4,
LEPROTL1,
POFUT1,
KCTD2,
SUZ12,
SLC39A14,
R3HDM1,
KAT6B,
CLCF1,
PIK3R5,
ADAT1,
SEZ6L,
SYNGR4,
HYAL4,
TSPAN15,
WBP2,
CLDN14,
LPAR3,
PADI4,
VSIG2,
ELP5,
LEMD3,
CLEC5A,
NTSR2,
SPO11,
PRND,
NUP62,
LY96,
PPP1R15A,
ARFIP2,
POLA2,
LSM5,
TMEFF2,
PITPNB,
CLDN15,
FJX1,
SUN2,
TMEM59L,
FSCN2,
QPCT,
ZNF324,
LMOD1,
SPDEF,
BAMBI,
VAX2,
TTLL1,
TAFA5,
SULT4A1,
POU2F3,
ASF1A,
BRMS1,
SPEF1,
CHRDL2,
ZNF473,
ABI3BP,
PLEKHG4,
EEF1AKMT3,
CCDC28A,
AHCTF1,
POT1,
RTTN,
THUMPD3,
ZDHHC5,
SOSTDC1,
NSL1,
SIN3A,
KBTBD2,
SYF2,
RWDD3,
C2CD2,
EGFL6,
AAR2,
NGDN,
HINFP,
SNED1,
MOXD1,
GORASP2,
SPATS2L,
L3MBTL1,
RPAP1,
UPF2,
LRP10,
PCDHGA12,
SUSD5,
GLCE,
ZNF451,
UBXN7,
SENP6,
APPL1,
LSM14A,
GGA1,
HERC4,
CHTOP,
SZRD1,
PYGO1,
TCTN3,
FGFR1OP2,
KIFBP,
GAPVD1,
TES,
TTLL3,
PHF19,
PCDHB5,
SENP3,
GMEB2,
PITPNC1,
OR2F1,
OR2B6,
OR1J4,
B3GAT3,
FAM50B,
OR2K2,
KLHL3,
KCNG2,
CLEC4E,
NKX2-8,
TSPAN17,
SLC13A4,
SACS,
PLA2G2D,
IL1RAPL2,
FGF20,
CLDN17,
ARFGAP3,
FGF21,
EHF,
OR7A17,
OR5K1,
OR5H1,
NUPR1,
PPP1R14B,
OR8G2P,
OR10A3,
NARF,
CHIC2,
INTS6,
AGO1,
IL36RN,
OR12D2,
OR11A1,
OR10G3,
OR10G2,
OR10H1,
ITGB1BP2,
GREM1,
OR7E24,
OR7C2,
OR4F4,
OR4E2,
OR4D1,
OR2W1,
OR2V1,
OR2T1,
OR2J2,
OR2H1,
NUFIP1,
HAVCR1,
STEAP1,
SEC22A,
AKAP8L,
FETUB,
FGF22,
TPK1,
KCNV1,
BEX3,
FOXD3,
FOXB1,
PKD2L2,
UTP25,
NSG1,
LYPD3,
FOXP1,
B3GAT1,
CACNG5,
CACNG4,
ZBTB11,
PDE7B,
DKK4,
DKK3,
DKK2,
MORC1,
FILIP1,
DENND2A,
ZNF777,
AGO2,
SALL3,
SLC39A1,
IL36B,
IL36A,
SIGLEC9,
DISC1,
IL17C,
IL17B,
GPR82,
OXGR1,
C5AR2,
TUBGCP4,
ARFIP1,
GPR162,
BBS9,
CHMP2A,
KLHL20,
PCDH17,
CNTN6,
LSM3,
TINAG,
SRPX2,
SPINK4,
TP53TG5,
CRCP,
ADAMDEC1,
BMP10,
ZNF330,
TNRC6A,
ANGPTL3,
P2RY10,
EIF3K,
UBE2S,
RRP7A,
RABGEF1,
POLL,
TOR2A,
CECR2,
CDH20,
CDH19,
DLL1,
DCPS,
SNX24,
NOB1,
COMMD5,
FAM156A,
ZCCHC4,
ZC3H7A,
ZBTB44,
MED4,
THYN1,
UBE2T,
LGALSL,
CNIH4,
RANGRF,
TMEM208,
SCG3,
NXT1,
FHOD1,
SAP30BP,
MYLIP,
CTNNA3,
CLEC2D,
CD274,
UHRF1,
TMOD4,
TMOD3,
TMOD2,
ZDHHC1,
ZDHHC8,
VPREB3,
GRHL1,
TFCP2L1,
UBN1,
CNOT7,
SNX8,
SNX10,
PSMC3IP,
ST8SIA5,
SNX15,
GPR171,
HOOK2,
SNX11,
ALG6,
GPR132,
PURG,
PADI1,
PNMA3,
ANAPC4,
SERTAD3,
IL19,
LRP12,
SCHIP1,
NRBF2,
SLC39A2,
PILRA,
BAZ2B,
NOP53,
FSCN3,
EFEMP2,
TBX21,
NXPH1,
TLX3,
RAX,
PLA2G2E,
ZNF354C,
POLR1H,
ZBTB21,
CRNN,
CLDN20,
PLA2G3,
CD207,
NOX4,
COL5A3,
SYCP3,
CHST11,
IL20,
GALNT9,
IL22,
ATP6V0A4,
CALY,
ANO7,
KCNK4,
IRX4,
HP1BP3,
HDGFL3,
TAS2R3,
TAS2R4,
TAS2R16,
TAS2R1,
TAS2R7,
TAS2R13,
TAS2R10,
TAS2R14,
DHH,
F11R,
VILL,
CLEC4A,
SPOCK3,
STMN3,
NTM,
CDON,
IMPG2,
SOST,
SLC35B3,
MED31,
AMDHD2,
EMC9,
RRP15,
GOLT1B,
VPS36,
TVP23B,
ZBTB7B,
ST8SIA3,
PI15,
PRLH,
ZNF691,
FAM135B,
NMD3,
DERA,
CUTC,
GAL,
SEPSECS,
UTP18,
PHF20L1,
APH1A,
COMMD2,
NAA20,
KCTD3,
A4GNT,
ING4,
CERCAM,
ZNF580,
EGFL7,
DBR1,
NAGPA,
RSL24D1,
RAPGEFL1,
PLCE1,
ZDHHC2,
GP6,
ZNF219,
COPZ2,
PHF20,
CRIM1,
MZB1,
CCDC174,
SHISA5,
PAIP2,
TBC1D7,
PBDC1,
CLEC1B,
CLEC1A,
BET1L,
KLF3,
RXFP3,
CD320,
PCDH12,
BPIFA1,
GCNT4,
ZDHHC3,
KCNK9,
PHF21A,
ZNF771,
MS4A4A,
CRNKL1,
ZBTB7A,
HOOK1,
CHST15,
ZMYND10,
PLA1A,
UCHL5,
ANGPT4,
WNT16,
NIP7,
RWDD1,
AIG1,
COMMD10,
BIN2,
ACTL6B,
SCARA3,
VGLL1,
IP6K2,
GULP1,
RHCG,
UBE2J1,
EVL,
SPOUT1,
RTCB,
NELFCD,
CWC15,
RTF2,
CXXC5,
TMEM138,
GSKIP,
JKAMP,
ZC3HC1,
ACKR4,
IL23A,
HDAC7,
ARMCX3,Mitochondrial dynamics and surveillance > Trafficking
PCF11,
MED15,
PIAS4,
SRRT,
LSR,
PIGT,
TRMT6,
GET4,
ERGIC3,
TAF9B,
NSG2,
KLF13,
DYNC2LI1,
OTUD6B,
YPEL5,
GINS2,
HSPB11,
SARAF,
SUFU,
LSM7,
LSM8,
HECA,
GPRC5B,
POLR3K,
WBP11,
ARID4B,
LUC7L3,
RTEL1,
TMEM8B,
C9ORF78,
GNG13,
RSF1,
KDM3B,
ASIC5,
SIX4,
GALNT7,
BCL11A,
BTBD1,
IL17D,
CHIC1,
TM6SF2,
ZFYVE1,
STX18,
MBD3,
ADAM22,
S1PR5,
RIPPLY3,
GPR84,
IL20RA,
IL20RB,
GPR87,
CLDN22,
PELO,
MIS18A,
TSPEAR,
SETD4,
GSAP,
POLE3,
CHRAC1,
GPR88,
DCUN1D1,
KCNK10,
TREM2,
TREM1,
GPR173,
GPR85,
UNC93A,
CYTL1,
WNT4,
TERF2IP,
SLC38A2,
YIPF1,
GAR1,
SEMA5B,
KCTD5,
TAF7L,
ZFAND6,
ARMCX6,0
CHPF2,
TRMT13,
CPVL,
ADAMTSL4,
PCDH18,
MIER2,
EXOC6,
ROBO4,
RC3H2,
MTMR12,
SDK2,
MAGEL2,
ING3,
DLL4,
UGT1A10,
EQTN,
L1TD1,
CCNJ,
VSIG10,
UGT1A3,
ZNHIT6,
MANSC1,
RRN3,
GPN2,
CNGB3,
SLC6A20,
OTUD4,
FEV,
LEPROT,
FNDC8,
IL17RD,
FAM20A,
KLHDC4,
PCSK4,
ZRANB1,
BTG4,
ALKBH4,
TET2,
TRPM4,
BNC2,
MED18,
MBTD1,
HAUS6,
DYM,
KLHL28,
NDE1,
TRPM7,
CDHR2,
NXPE4,
GDAP2,
SIDT1,
PAQR5,
FAM83E,
GON4L,
PGPEP1,
ELP6,
TOR4A,
PPP1R14D,
TMEM214,
QRICH1,
PIGG,
PALMD,
ZCCHC2,
DPP8,
TEX10,
CWC25,
PLPPR1,
INO80D,
NCAPG2,
ELOVL2,
RPP25,
YTHDF1,
CMTM6,
CHTF8,
RASIP1,
LIME1,
UBE2R2,
HAUS4,
COMMD8,
ODR4,
PARP16,
ODAM,
TIPIN,
UCKL1,
BANP,
PINX1,
ZSCAN2,
PID1,
CDCA4,
EPN3,
VPS37C,
NRDE2,
SUSD4,
ZCWPW1,
SLC52A1,
FEZF2,
TAPBPL,
IFT57,
NTAQ1,
RALGPS2,
SLFN12,
ANO1,
MAGOHB,
XKR8,
SLC6A15,
CRTAC1,
PRPF38B,
FANCL,
HAUS2,
THAP1,
UBR7,
SDAD1,
SHQ1,
CEP55,
CENPQ,
KLHL11,
SEC61A2,
FAIM,
LINS1,
RIF1,
RIC8B,
RPRD1A,
GOLPH3L,
ZNF532,
DCUN1D2,
SETD5,
DPPA4,
RCBTB1,
FANCI,
NAT10,
PNMA8A,
CCDC87,
MOB1A,
UBA6,
OGFOD1,
KIRREL1,
CCDC25,
PCMTD2,
ADI1,
MRGBP,
VPS53,
ZNF654,
CWF19L1,
MCOLN3,
BRF2,
KLHL26,
TBC1D19,
BRIX1,
OLAH,
ZNF444,
SLC29A3,
TMA16,
LARP6,
UFSP2,
ACER3,
DRAM1,
SLC39A9,
ZGRF1,
TCP11L1,
HJURP,
IMPACT,
MCM10,
CAMK2N1,
CSGALNACT2,
GPRC5D,
MAML3,
CDCA7L,
IL17RB,
PLXNA3,
STAB2,
SUPT20H,
CHRNA9,
UBE2Q1,
MIOX,
VEZT,
OTUD5,
ZCCHC8,
CDKN2AIP,
FERMT1,
TASP1,
ZNF407,
SLC39A4,
G2E3,
BTBD2,
LYAR,
NHP2,
NLRP2,
HIF1AN,
ZNF446,
PPP4R3A,
RUFY2,
LUC7L,
KDM4D,
ARHGEF40,
YJU2,
NECAP2,
KBTBD4,
LMBR1L,
POLR3E,
ASF1B,
INTS13,
HHAT,
ZFP64,
EDEM2,
TMEM184C,
CDK5RAP2,
INTS9,
RCOR3,
INAVA,
H2AJ,
EXOC2,
TDP1,
ERMARD,
RIOK2,
TXLNG,
CSGALNACT1,
MINDY1,
PCID2,
SCN3B,
DCP1A,
ADAP2,
ST6GALNAC1,
TRERF1,
UTP6,
DOK5,
KDM3A,
VPS11,
GLT8D1,
EAPP,
CENPN,
ITFG2,
PSENEN,
TEX2,
ZC3H15,
BEX1,
ACTR10,
HDAC8,
GABRQ,
MYNN,
THSD1,
KMT2E,
ZC4H2,
BIN3,
LANCL2,
CTTNBP2NL,
RCC2,
NKRF,
DMAP1,
KLHL9,
SULF2,
NSFL1C,
BCAP29,
CFC1,
BARX1,
PDGFC,
ALG1,
KLHL4,
PCDHGC5,
PCDHGC4,
PCDHGB7,
PCDHGB6,
PCDHGB5,
PCDHGB2,
PCDHGB1,
PCDHGA10,
PCDHGA9,
PCDHGA7,
PCDHGA6,
PCDHGA5,
PCDHGA4,
PCDHGA3,
PCDHGA2,
PCDHGA1,
PCDHB15,
PCDHB14,
PCDHB11,
PCDHB10,
PCDHB8,
PCDHB7,
PCDHB6,
PCDHB4,
PCDHB3,
PCDHB2,
PCDHAC2,
PCDHAC1,
PCDHA13,
PCDHA11,
PCDHA10,
PCDHA7,
PCDHA6,
PCDHA5,
PCDHA4,
PCDHA3,
PCDHA2,
PCDHA1,
GSDMC,
MOSPD1,
LMOD3,
SUSD2,
BTNL2,
CRTAM,
RNF20,
MEPCE,
CTNNBL1,
BEX4,
IL36G,
LTB4R2,
CCL28,
EIF4ENIF1,
KCNQ5,
CHST7,
EIF5A2,
OR2S2,
KCNK13,
PANX2,
MUC13,
NRIP3,
CFAP298,
JPH1,
BARHL1,
ZC3HAV1,
IFNK,
EMC7,
FSTL5,
KCMF1,
TM9SF3,
MDM1,
TMEM167B,
IFT46,
C1GALT1,
MEIS3,
SEMA3G,
NMUR2,
LXN,
EMSY,
MEPE,
LHX9,
PARP6,
ATXN7L3,
CEACAM19,
FAM20C,
PRDM8,
PRDM9,
PRDM10,
POGLUT1,
PSMG2,
ADPRM,
CTNNBIP1,
ADAMTS9,
YAE1,
CCDC47,
TWSG1,
CHRNA10,
TBX20,
AGTRAP,
ENTPD7,
PCNP,
RPGRIP1,
PARP11,
ANO2,
CYSLTR2,
NAT14,
PGLYRP4,
INTS12,
EPPIN,
LPAR5,
NUP107,
CD248,
PLXDC1,
CD177,
CHMP1B,
MAN1C1,
RGL3,
LYZL6,
SLURP1,
TMEM63C,
GJC2,
ASPHD2,
DOLPP1,
ZMIZ1,
ACTR3B,
SLC39A10,
ADAMTSL3,
DENND11,
ATP8B2,
ZNF248,
ADGRG6,
CEMIP,
THAP11,
VANGL2,
ERGIC1,
PPP4R3B,
ZNF286A,
SENP7,
JPH3,
GJD2,
S100A14,
SPC25,
BIRC6,
TENM2,
GALNT16,
TMCC3,
GATAD2B,
STRIP2,
ZNF512B,
PRR12,
PLEKHG1,
HEG1,
RIMKLB,
MTA3,
GPR158,
NYNRIN,
PCDH19,
KCTD16,
TBC1D14,
DISP3,
ZNF398,
KLHL42,
IGSF9,
SEMA6A,
ARRDC3,
KLHL14,
ZNF319,
PCDH10,
KCNT1,
SYT13,
RIC1,
ZNF687,
EBF4,
HOMEZ,
BAHCC1,
ZBTB2,
ZFAT,
KLHL1,
COL20A1,
POGK,
PHF12,
ZBTB4,
CAMSAP3,
BEND3,
ZFP14,
ZBTB26,
ZNF317,
CWC22,
DENND1A,
SFMBT2,
PCDHB16,
ANO8,
IGDCC4,
ZFYVE28,
SCUBE2,
RBAK,
SUGP1,
BRINP2,
POLD4,
HAMP,
G6PC2,
CCNB1IP1,
GRHL3,
SLAMF7,
SLC4A5,
ZNF410,
CADM3,
WFDC1,
MS4A7,
ENOPH1,
RPRD1B,
ZNF250,
SELENOK,
DMRT3,
MYOZ1,
IL22RA1,
PGAP6,
IL21,
ENPP5,
HIVEP3,
ACE2,
NTN4,
CACNG8,
CACNG7,
UBL5,
PRDM12,
PRDM13,
HRH4,
ALOXE3,
KLHL12,
GPBP1L1,
TSKS,
EDA2R,
TGIF2,
CDH26,
HAPLN2,
TRMT11,
HPSE2,
ALX4,
RINT1,
KCNK15,
ATG101,
PROK2,
ZFAND3,
BCAN,
PKNOX2,
VIPAS39,
PIEZO2,
GPATCH3,
ELMO2,
GALNT11,
TNN,
ZNF335,
ZNF667,
GPSM3,
DMRTC2,
DMRTB1,
DMRTA2,
PRDM16,
PRDM14,
TSPYL2,
PERP,
MMP27,
CDH23,
SLC28A3,
SNX16,
SMOC2,
GFRA4,
EPB41L4A,
PARVG,
TNMD,
CENPK,
NPFFR1,
RTP4,
MOAP1,
VSIR,
SLC39A8,
ADGRL4,
XYLT1,
XYLT2,
RBSN,
EDDM3B,
LHX5,
SEMA4A,
ROBO3,
HERPUD2,
ATL2,
MS4A6A,
MS4A5,
NOC3L,
LMBR1,
XPO4,
HS1BP3,
AZI2,
IKZF4,
CHST8,
MMP25,
GREM2,
HHIP,
AKTIP,
CDH24,
CDH22,
GALNT17,
SUSD1,
DCLRE1C,
ATG3,
POLR1E,
CSMD1,
NDST4,
CLEC7A,
GPR135,
MOSPD3,
PLA2G2F,
VPS16,
ANAPC1,
GORASP1,
COPS7B,
HS3ST6,
PLPPR2,
SMYD3,
PARP12,
ZNF574,
S100PBP,
MEAF6,
PCED1A,
C11ORF1,
RMND5B,
FNDC3B,
GINS3,
TBC1D15,
RMND5A,
IQCH,
IL25,
FNDC4,
PORCN,
GNPNAT1,
ISL2,
SLC13A3,
PLEKHG2,
ARMCX5,
METTL4,Mitochondrial central dogma > mtDNA maintenance > mtDNA modifications
RFX7,
RANBP17,
BCL11B,
RASAL3,
CENPH,
GPBP1,
NOL6,
UPF3B,
UPF3A,
RSRC2,
INTS3,
PCDH15,
SPATS2,
MPPE1,
UBE2Z,
PHACTR4,
BRD9,
CAPRIN2,
ZSCAN18,
KCTD14,
DLK2,
MTMR9,
CRELD1,
OTUB2,
PCYOX1L,
YIPF2,
PRR14,
CYREN,
AUNIP,
MIS12,
GGCT,
PDCL3,
KCTD15,
ALG8,
PRRG4,
PRRG3,
METTL16,
POGLUT2,
DSCC1,
DCTPP1,
MLPH,
ALG12,
ZNF426,
TMUB2,
TRAPPC6A,
METTL22,
TAF1D,
RETREG2,
DERL1,
CCDC28B,
MMP28,
GNPTAB,
CRELD2,
IRX3,
IRX1,
MMEL1,
OR13A1,
OR4K5,
OR51G1,
OR51B4,
OR51B2,
ZXDC,
FCRL2,
B3GNT4,
KREMEN2,
BIRC7,
OR4K1,
GCC1,
CDC73,
CHPF,
TCTN1,
CERS4,
TANGO6,
CCNJL,
HMBOX1,
GALNT14,
NDNF,
TNFAIP8L2,
OGFRL1,
OCEL1,
ARMC7,
ARSJ,
BEND5,
HSPBAP1,
PARP8,
ZNF329,
ZDHHC14,
ZNF322,
GALNT12,
RIOX1,
ZMAT4,
PRKRIP1,
COLGALT1,
GTDC1,
AAGAB,
VPS37B,
SUV39H2,
E2F8,
KCTD17,
TBC1D17,
TTLL7,
DIPK2B,
LMAN1L,
ZFAND1,
ZNF668,
ELMO3,
KATNBL1,
GRTP1,
ZFHX4,
MICALL2,
CCDC82,
ZNF665,
CLMN,
GSDMD,
ZNF408,
CARF,
SHCBP1,
HHIPL2,
MOB3B,
CAMKMT,
NAA40,
ZMYM1,
KDM8,
GEMIN6,
PIP4K2C,
TMC5,
NHEJ1,
ZBTB3,
ZDHHC11,
TLCD3A,
TM4SF20,
SNX22,
TREML2,
TCTN2,
ALG13,
BAALC,
RABEP2,
THSD4,
RIN3,
MCMBP,
ATP8B4,
CYBRD1,
NUP85,
MORN1,
SETD6,
NANOG,
ADM2,
CNTNAP3,
PLPPR3,
SYNDIG1,
PAQR6,
DENND1C,
CEP76,
JADE1,
GRHL2,
SVEP1,
PLEKHH3,
RMI1,
MINDY3,
TRPM3,
GPR157,
PGAP1,
ADAMTS20,
ZNF606,
ZFP2,
VCPIP1,
CCDC33,
RPF1,
ZNF703,
SIKE1,
FRAS1,
ZC3H12A,
CENPT,
MOGAT2,
CTC1,
MYCT1,
ORAI2,
RUFY1,
PIGZ,
ELL3,
SCUBE1,
MED28,
SPHKAP,Signaling > cAMP-PKA signaling
PDGFD,
KLHL15,
CXXC4,
SP6,
WNT10A,
ULBP1,
ADAM33,
BPIFB2,
PDCD1LG2,
CD276,
AKNA,
PBX4,
TTYH3,
THSD7B,
MPIG6B,
PRR3,
ITIH5,
NDFIP1,
SPX,
LIMD2,
B9D2,
CEP44,
BHLHB9,
ZFP91,
APOL6,
APOL3,
TAS1R2,
TAS1R1,
LNPK,
PRRT1,
EGFL8,
WNT5B,
ZBP1,
KCNH6,
COLEC12,
OR5AC2,
OR4K15,
OR8J3,
OR51G2,
OR51E2,
OR4P4,
OR4C15,
OR4A16,
OR4A15,
OR10W1,
OR6N2,
OR6K2,
OR2L5,
PTDSS2,
GPR63,
SYNC,
HM13,
STMN4,
CYRIA,
YIPF5,
NDEL1,
CCDC130,
URM1,
NECTIN4,
FIP1L1,
CAB39L,
ITM2C,
KAZALD1,
UNC93B1,
DEFB126,
TSC22D4,
CCNL2,
OR5V1,
OR2B2,
PPP1R14C,
ADAMTS12,
OR12D3,
NETO2,
NETO1,
VANGL1,
RNF146,
SPRY4,
ST6GALNAC5,
SHARPIN,
ELOVL3,
INO80B,
GSG1,
APH1B,
GLT8D2,
SCRT1,
CHST9,
NUF2,
RTBDN,
COG3,
GPR101,
TAAR8,
MFRP,
TMUB1,
THAP2,
RTP3,
TMEM47,
ZMIZ2,
RAMAC,
MS4A8,
PARP9,
CRISPLD1,
SLC4A9,
JAM3,
CRISPLD2,
INHBE,
TFAP2D,
L3MBTL2,
TAS1R3,
FRMD8,
KCNK16,
SYT15,
ESYT3,
SYT16,
SETDB2,
ANGPTL6,
KLF16,
TAF3,
TBC1D10A,
USHBP1,
CDCA7,
MIXL1,
TSPAN10,
KCTD10,
SPATA16,
SPRTN,
HDAC10,
RASSF4,
EIF2A,
TM2D1,
FCAMR,
SLC4A11,
FAM172A,
REG4,
KREMEN1,
B3GNT5,
EMILIN2,
MND1,
TMEM222,
TEX35,
SLC10A7,
NSRP1,
SLC41A2,
KAT8,
PPP1R1B,
RPF2,
ANTXR1,
LOXL4,
ZCCHC7,
SETD3,
ZNF541,
IQCG,
ZMYND15,
MAF1,
ATP13A4,
ZDHHC18,
FLYWCH1,
POLR3GL,
ING5,
GINS4,
LLPH,
DDI2,
PYM1,
PDCD2L,
ZNF397,
BRMS1L,
MON1A,
ZBED3,
LZIC,
HVCN1,
DYDC2,
ELOF1,
COG8,
HPS3,
ARFGAP2,
HOOK3,
ECRG4,
PROK1,
ADGRA1,
HHIPL1,
MAML2,
ABLIM2,
PHYHIPL,
LCOR,
SLX4,
MEGF11,
MEGF10,
JPH4,
NKX6-2,
PLPP5,
GHDC,
ACTRT3,
CNFN,
ACRBP,
ZC3H8,
SRRM4,
KBTBD8,
PGBD1,
MAK16,
LYZL1,
COL25A1,
GNPTG,
ZBTB37,
NT5C1A,
ST6GAL2,
KIRREL3,
FNDC1,
NTNG2,
KISS1R,
GPR174,
IL1F10,
EBPL,
SPINK7,
ADGRE3,
GLIS2,
MYPN,
RETNLB,
FAM126A,
GJA10,
LOXL3,
HDGFL2,
PIGO,
FUT10,
B3GNT9,
NAA11,
KMT5C,
FAM220A,
BUD13,
SFT2D3,
ZNF496,
PHF5A,
ZNF503,
KLHL22,
RIOX2,
TMEM25,
HAVCR2,
RSPO3,
ZC3H10,
PARP10,
ORAI1,
ZBTB45,
POMGNT2,
TBRG1,
PLXDC2,
NFATC2IP,
ZNF382,
SLC35B4,
ALG10,
FIZ1,
ZNF566,
FIBCD1,
ZFYVE19,
ATG4C,
LTV1,
PRPF38A,
CGNL1,
RELT,
SYTL1,
IGSF21,
DISP1,
CEP19,
RBM17,
ZCCHC3,
STRIP1,
TUBGCP6,
EAF1,
KNDC1,
ZFHX2,
KIAA1755,
